2024-02-14 14:34:59,606 INFO    StreamThr :828955 [internal.py:wandb_internal():86] W&B internal server running at pid: 828955, started at: 2024-02-14 14:34:59.604613
2024-02-14 14:34:59,613 DEBUG   HandlerThread:828955 [handler.py:handle_request():146] handle_request: status
2024-02-14 14:34:59,620 INFO    WriterThread:828955 [datastore.py:open_for_write():87] open: /home/matt/catkin_ws/src/wandb/run-20240214_143459-hjevogki/run-hjevogki.wandb
2024-02-14 14:34:59,622 DEBUG   SenderThread:828955 [sender.py:send():382] send: header
2024-02-14 14:34:59,622 DEBUG   SenderThread:828955 [sender.py:send():382] send: run
2024-02-14 14:34:59,994 INFO    SenderThread:828955 [dir_watcher.py:__init__():211] watching files in: /home/matt/catkin_ws/src/wandb/run-20240214_143459-hjevogki/files
2024-02-14 14:34:59,994 INFO    SenderThread:828955 [sender.py:_start_run_threads():1136] run started: hjevogki with start time 1707917699.603191
2024-02-14 14:35:00,012 DEBUG   HandlerThread:828955 [handler.py:handle_request():146] handle_request: check_version
2024-02-14 14:35:00,013 DEBUG   SenderThread:828955 [sender.py:send_request():409] send_request: check_version
2024-02-14 14:35:00,076 DEBUG   HandlerThread:828955 [handler.py:handle_request():146] handle_request: run_start
2024-02-14 14:35:00,126 DEBUG   HandlerThread:828955 [system_info.py:__init__():27] System info init
2024-02-14 14:35:00,126 DEBUG   HandlerThread:828955 [system_info.py:__init__():42] System info init done
2024-02-14 14:35:00,126 INFO    HandlerThread:828955 [system_monitor.py:start():194] Starting system monitor
2024-02-14 14:35:00,128 INFO    HandlerThread:828955 [system_monitor.py:probe():214] Collecting system info
2024-02-14 14:35:00,128 INFO    SystemMonitor:828955 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-14 14:35:00,131 INFO    SystemMonitor:828955 [interfaces.py:start():190] Started cpu monitoring
2024-02-14 14:35:00,133 INFO    SystemMonitor:828955 [interfaces.py:start():190] Started disk monitoring
2024-02-14 14:35:00,136 INFO    SystemMonitor:828955 [interfaces.py:start():190] Started gpu monitoring
2024-02-14 14:35:00,138 INFO    SystemMonitor:828955 [interfaces.py:start():190] Started memory monitoring
2024-02-14 14:35:00,142 INFO    SystemMonitor:828955 [interfaces.py:start():190] Started network monitoring
2024-02-14 14:35:00,228 DEBUG   HandlerThread:828955 [system_info.py:probe():151] Probing system
2024-02-14 14:35:00,233 DEBUG   HandlerThread:828955 [system_info.py:_probe_git():136] Probing git
2024-02-14 14:35:00,247 DEBUG   HandlerThread:828955 [system_info.py:_probe_git():144] Probing git done
2024-02-14 14:35:00,247 DEBUG   HandlerThread:828955 [system_info.py:probe():199] Probing system done
